reviewId,app,date,rating,userId,userName,title,body,sexually_explicit,unwanted_sexual,racism,bullying,spam,review_text,unwanted_sexual_llm,reason
1514309787,Monkey,2017-01-03 00:00:14,4,504805070,Helenx3,It's a good app,"Well some people are kind of rude, but he app is really good",0,0,0,0,0.0,"It's a good app Well some people are kind of rude, but he app is really good",0,The review does not contain any sexual comments.
1760204015,Holla,2017-08-29T19:31:40-04:00,1,588414943,the good case,It's awkward and weird,"Mostly guys jerking off, not really a source to get to know new people",1,1,0,0,0.0,"It's awkward and weird Mostly guys jerking off, not really a source to get to know new people",1,"The review explicitly mentions 'guys jerking off', which is a sexual act."
989384418,Skout,2014-05-08T00:41:19-04:00,5,282567808,Kenny49er,Skout rocks,Only thing I would like to see is no 17 year old could talk to u,0,0,0,0,0.0,Skout rocks Only thing I would like to see is no 17 year old could talk to u,0,The review does not contain any sexual comments. The user is expressing a preference for age restrictions on who can communicate with them on the app.
4183518542,Monkey,2019-05-20 21:43:00,2,320368374,Dranyboy,needs a better algorithm....it’s annoying,"Honestly though, I be getting skipped a lot or other person is “unresponsive” so it force skips and then the app wants to put me on a 10 minute wait cuz “I’m skipping too many times” legit barley get back to the app and got skipped 3 times even when I’m the one pressing accept and then the app puts me on another 10 minute hold blaming me for skipping. Now I can barley use the app cuz I get accepted by someone and right after the chat ends it puts me back on 10 minute holds.... I didn’t even skip nor did they, but your saying it did and holding me 10 minutes.... honestly fix this up a bit plz....",0,0,0,0,0.0,"needs a better algorithm....it’s annoying Honestly though, I be getting skipped a lot or other person is “unresponsive” so it force skips and then the app wants to put me on a 10 minute wait cuz “I’m skipping too many times” legit barley get back to the app and got skipped 3 times even when I’m the one pressing accept and then the app puts me on another 10 minute hold blaming me for skipping. Now I can barley use the app cuz I get accepted by someone and right after the chat ends it puts me back on 10 minute holds.... I didn’t even skip nor did they, but your saying it did and holding me 10 minutes.... honestly fix this up a bit plz....",0,"The review discusses technical issues and user experience problems with the app, such as frequent skips, unresponsiveness, and unfair wait times. There is no sexual content present."
1562652671,Holla,2017-03-12T00:53:30-05:00,1,555955486,The black male,Ye,Everyone On her was a middle aged man,0,0,0,0,0.0,Ye Everyone On her was a middle aged man,0,The review does not contain any sexual comments. It simply states that everyone on the app was a middle-aged man.
1521477029,Monkey,2017-01-13 16:36:14,5,491800228,iih8uuu,Amazing,my favorite app 🐒 add my snap @dakotaisbabe16,0,0,0,0,0.0,Amazing my favorite app 🐒 add my snap @dakotaisbabe16,0,The review does not contain any sexual comments. It is a positive review that includes a Snapchat username.
2887341931,Monkey,2018-07-11 17:48:29,3,760263281,Killa-cam88,People are kinda mean,"People are kinda mean sometimes and they hurt my feelings and I think that when you connect with someone what the camera shows and what the mic here it all gets sent to the people that work at monkey so they can ban people who say really mean things.
Because 3 times in a row white people have said the “N” word to me and it’s really offensive, and I think the people at monkey should fix this.",0,0,1,1,0.0,"People are kinda mean People are kinda mean sometimes and they hurt my feelings and I think that when you connect with someone what the camera shows and what the mic here it all gets sent to the people that work at monkey so they can ban people who say really mean things.
Because 3 times in a row white people have said the “N” word to me and it’s really offensive, and I think the people at monkey should fix this.",0,The review does not contain any sexual comments. It discusses racist remarks made by other users and suggests improvements for content moderation.
1521713342,Monkey,2017-01-14 01:32:00,5,542589467,Jaakxndmw,How to get unblocked,How do you get unblocked,0,0,0,0,0.0,How to get unblocked How do you get unblocked,0,The review does not contain any sexual comments.
1514304479,Monkey,2017-01-02 23:48:13,1,542775436,kakkskakskdb,SPAM!!!!,"i got a text from an unknown number saying people were talking abt me. They new my name which was pretty creepy, maybe they got the info from my snapchat, Its promotion and a crappy app, dont download",0,0,0,0,0.0,"SPAM!!!! i got a text from an unknown number saying people were talking abt me. They new my name which was pretty creepy, maybe they got the info from my snapchat, Its promotion and a crappy app, dont download",0,The review does not contain any sexual comments. It discusses receiving spam and expresses dissatisfaction with an app.
1157078496,Skout,2015-02-23T15:59:53-05:00,1,364732150,Amber0330storm,Terrible app review.,"Want to be hit on by old creepy 56 year old men? This app is for you. Want to try and report the old man for harassing you and then you have your account deleted for no reason? This app is for you! This app is terrible. Full of perverts and creepers and disgusting old men, the kind of men that would be on to catch a predator. And the saddest thing about it is when I went to report and block him, my account had got deleted. Just a sad pathetic excuse for social media. Never using again. Would not recommend.",1,1,0,0,0.0,"Terrible app review. Want to be hit on by old creepy 56 year old men? This app is for you. Want to try and report the old man for harassing you and then you have your account deleted for no reason? This app is for you! This app is terrible. Full of perverts and creepers and disgusting old men, the kind of men that would be on to catch a predator. And the saddest thing about it is when I went to report and block him, my account had got deleted. Just a sad pathetic excuse for social media. Never using again. Would not recommend.",1,"The review describes unwanted sexual advances and harassment from other users, using terms like 'hit on by old creepy 56 year old men' and 'perverts and creepers and disgusting old men'."
1501885641,Monkey,2016-12-14 15:18:10,5,171318364,Clayto11,Awesome,This app was awesome but somehow I got banned😭 how do I get unbanned?!?!?!,0,0,0,0,0.0,Awesome This app was awesome but somehow I got banned😭 how do I get unbanned?!?!?!,0,The review does not contain any sexual comments. It expresses frustration about being banned from the app and asks for help to get unbanned.
1553114897,Holla,2017-02-26T09:57:22-05:00,5,521239130,Otmanbakhat,Good But.....,Please do not do inappropriate stuff on this app. It's meant to communicate with others positively,0,0,0,0,0.0,Good But..... Please do not do inappropriate stuff on this app. It's meant to communicate with others positively,0,The review warns against inappropriate behavior but does not contain sexual comments itself.
1152797279,Skout,2015-02-18T14:53:05-05:00,1,41127338,WILDBAMA,To many scammers on this sit,There are to many scammers on this site. So how can you find a nice lady?,0,0,0,0,0.0,To many scammers on this sit There are to many scammers on this site. So how can you find a nice lady?,0,"The review does not contain any sexual comments. It discusses scammers and finding a 'nice lady', which is not inherently sexual."
1501297082,Monkey,2016-12-13 14:46:24,5,415710252,Ryanshell13,Jacob,Best app in the world,0,0,0,0,0.0,Jacob Best app in the world,0,The review does not contain any sexual comments.
4645370248,Monkey,2019-08-20 08:10:27,1,1060950773,phoebe$$$🧜‍♀️,Bad.,"I got this app on my old phone and I did not get a verification code when Signing in. So I just thought it was because I switched my birthday year on my computer in the settings. Because I had the wrong year of birth. But then I did not realize I was too young. So my brother made me a new account. So that’s why. So I just had one email on my Apple ID on my new phone. So I tried again, it did not send!!!! I had one email on My Apple ID and it was not fun.",0,0,0,0,0.0,"Bad. I got this app on my old phone and I did not get a verification code when Signing in. So I just thought it was because I switched my birthday year on my computer in the settings. Because I had the wrong year of birth. But then I did not realize I was too young. So my brother made me a new account. So that’s why. So I just had one email on my Apple ID on my new phone. So I tried again, it did not send!!!! I had one email on My Apple ID and it was not fun.",0,"The review discusses technical issues with account verification and age restrictions, with no sexual content present."
1498303553,Monkey,2016-12-08 13:24:47,3,472189560,Madeformadden,Not working,I love this app I've made some new friends. But now it's not working it won't load and it keeps saying servers down. Help me I want to keep talking to people.,0,0,0,0,0.0,Not working I love this app I've made some new friends. But now it's not working it won't load and it keeps saying servers down. Help me I want to keep talking to people.,0,The review does not contain any sexual comments. It is a complaint about the app not working and the user wanting to continue using it to talk to friends.
2621173435,Monkey,2018-05-31 07:01:21,4,237105085,KiddWilliams22,Love the app but...,I dont like how it says “we cant gurantee you will only talk to females” when i just wanna talk to females only. Is it some way you can update it to where we can only talk to females and also bring back the mutiple selection of trees instead of just staying in general or any other selection. I want to have multiple selections. Please and Thank You.,0,0,0,0,0.0,Love the app but... I dont like how it says “we cant gurantee you will only talk to females” when i just wanna talk to females only. Is it some way you can update it to where we can only talk to females and also bring back the mutiple selection of trees instead of just staying in general or any other selection. I want to have multiple selections. Please and Thank You.,0,"The user is expressing a preference to only interact with females within the app, which is not inherently sexual. They are also requesting a feature update for multiple selections."
1515444978,Monkey,2017-01-04 18:08:14,5,413220123,Kto.3,Great App,This is a wonderful app to meet new friends for Snapchat!!!🔥🔥,0,0,0,0,0.0,Great App This is a wonderful app to meet new friends for Snapchat!!!🔥🔥,0,The review does not contain any sexual comments. It is a positive review about meeting new friends on Snapchat.
1283404379,Yubo,2015-11-07T15:55:10-05:00,1,461948186,helllllllyeeeeee,cool app but,im a girl and i like girls and all im seeing is guys and no i have not been with guys before the only thing ive been with a man is frustrated,0,0,0,0,0.0,cool app but im a girl and i like girls and all im seeing is guys and no i have not been with guys before the only thing ive been with a man is frustrated,0,"The review expresses frustration with the app's user base not matching the user's sexual orientation, but it does not contain any unwanted sexual comments."
1510130956,Monkey,2016-12-27 09:40:01,1,195110951,31savage,Just terrible,I spent 20 mins with it open and 5 times it tried to connect to me to I'm guessing the same people. Deleted right after,0,0,0,0,0.0,Just terrible I spent 20 mins with it open and 5 times it tried to connect to me to I'm guessing the same people. Deleted right after,0,The review does not contain any sexual comments. It expresses frustration with the app's connection issues.
1521476524,Monkey,2017-01-13 16:34:37,4,541384972,YRN.MING,Migos,This helped me get 300views💯💯🤘🏾,0,0,0,0,0.0,Migos This helped me get 300views💯💯🤘🏾,0,The review does not contain any sexual comments.
443580489,Skout,2011-07-09T08:42:43-04:00,4,168958952,hunahunatuna,different,this app is alright,0,0,0,0,0.0,different this app is alright,0,The review does not contain any sexual comments.
4007769390,Monkey,2019-04-13 11:31:39,4,1005034540,Iz PaC,Doesn’t send me a verification code,"This is a great app. My only problem is since I’ve gotten an iPhone(it’s a 7+) , I don’t get the verification code that their suppose to send to my messages. So I go to the I didn’t get the code part and it still doesn’t even give me the option of getting the code through Facebook so I just need that problem fixed cause now I can’t use the app at all. I’m not the only person who has had this problem so please fix that .",0,0,0,0,0.0,"Doesn’t send me a verification code This is a great app. My only problem is since I’ve gotten an iPhone(it’s a 7+) , I don’t get the verification code that their suppose to send to my messages. So I go to the I didn’t get the code part and it still doesn’t even give me the option of getting the code through Facebook so I just need that problem fixed cause now I can’t use the app at all. I’m not the only person who has had this problem so please fix that .",0,The review discusses technical issues with receiving a verification code and does not contain any sexual comments.
3958583300,Monkey,2019-04-02 01:50:17,3,948574911,love it so so so much and nice,It ok but..................................................................,Sorry but l am 12 and l always her ppl saying bad words and it always happens when am with my little sister and then l get in trouble and when my sis is not there they say no bad words like do they hate me l don’t know if they do but yea you can hate on me all you want but l like a little bc you can meet ppl around the world so yeah bye,0,0,0,1,0.0,It ok but.................................................................. Sorry but l am 12 and l always her ppl saying bad words and it always happens when am with my little sister and then l get in trouble and when my sis is not there they say no bad words like do they hate me l don’t know if they do but yea you can hate on me all you want but l like a little bc you can meet ppl around the world so yeah bye,0,"The review does not contain any sexual comments. The user is discussing hearing bad words and feeling disliked, but there is no sexual content."
1637019315,Monkey,2017-06-07 23:38:24,2,510264405,@lyssa.dragomer on musical.ly,good until...,"the app was really good. worked really well and made a lot of friends when bored. then it just stopped working when i tried to go on like 10 minutes ago. i restarted my phone and tried again, once again, left me on the loading screen. deleted the app and re downloaded and tried again. and it's not working anymore. is there a bug ?",0,0,0,0,0.0,"good until... the app was really good. worked really well and made a lot of friends when bored. then it just stopped working when i tried to go on like 10 minutes ago. i restarted my phone and tried again, once again, left me on the loading screen. deleted the app and re downloaded and tried again. and it's not working anymore. is there a bug ?",0,The review discusses app functionality issues and does not contain any sexual comments.
1660095807,Monkey,2017-06-27 20:50:58,5,395083209,Lillyc5,Great App 👌🏽,"Monkey is a wonderful App, it's perfect for people who want to meet others like them. Thanks to profiles you can find people with similar interests. Just like my love for coding. A wonderful company I would love to work with one day, full of great innovative people. Monkey is a great safe App.",0,0,0,0,0.0,"Great App 👌🏽 Monkey is a wonderful App, it's perfect for people who want to meet others like them. Thanks to profiles you can find people with similar interests. Just like my love for coding. A wonderful company I would love to work with one day, full of great innovative people. Monkey is a great safe App.",0,The review does not contain any sexual comments. It is a positive review about the app 'Monkey' and its features.
1515443107,Monkey,2017-01-04 18:02:42,5,442063016,Fvusyehehdh,Michyla,I love this app so much🖤💙,0,0,0,0,0.0,Michyla I love this app so much🖤💙,0,The review is a positive comment about the app and does not contain any sexual content.
4699593938,Monkey,2019-08-30 23:13:01,1,509201502,Hdhtxjfsitdgkydkyk,New updates are killing this app.,"Over the past couple months, they’ve decided to add a 5 dollar payment to get 60 matches with a specific gender which is extremely annoying. If there is going to be an in-app purchase at all, at least make it so the 5 dollars will give you an unlimited about of matches with the gender you choose. Second of all, the two person chat disconnects everytime another 2p chat you’re talking to disconnects which is also very frustrating. Listen to your consumers and fix this please.",0,0,0,0,0.0,"New updates are killing this app. Over the past couple months, they’ve decided to add a 5 dollar payment to get 60 matches with a specific gender which is extremely annoying. If there is going to be an in-app purchase at all, at least make it so the 5 dollars will give you an unlimited about of matches with the gender you choose. Second of all, the two person chat disconnects everytime another 2p chat you’re talking to disconnects which is also very frustrating. Listen to your consumers and fix this please.",0,"The review discusses app updates, in-app purchases, and chat functionality. It does not contain any sexual comments."
720935099,ChatForStrangers,2013-01-01T23:37:50-05:00,3,231168038,Dy41n,Fun,To many perverts,1,1,0,0,0.0,Fun To many perverts,1,"The review explicitly mentions 'perverts', which is a term associated with sexual deviance, indicating the presence of unwanted sexual comments or behavior within the app."
1553341928,Monkey,2017-02-26 19:19:54,5,128907658,bonsaigod,Love the app,This app is great I've added over 20 people on Snapchat because of this app but I just think on the next update monkey needs a option to find someone from a different gender and if I'm talking to someone I wanna be able to skip whenever I want and when I add another person on snap it doesn't end the conversation.,0,0,0,0,0.0,Love the app This app is great I've added over 20 people on Snapchat because of this app but I just think on the next update monkey needs a option to find someone from a different gender and if I'm talking to someone I wanna be able to skip whenever I want and when I add another person on snap it doesn't end the conversation.,0,"The review does not contain any sexual comments. The user is suggesting new features for the app, such as the ability to find people of a different gender and improved conversation controls."
1519023042,Monkey,2017-01-10 03:04:21,5,488784287,Yay Gambino,Monkey,One of the most funniest apps. You meet a lot of people and gain new snap chat friends.,0,0,0,0,0.0,Monkey One of the most funniest apps. You meet a lot of people and gain new snap chat friends.,0,The review does not contain any sexual comments. It describes the app as funny and a way to meet new people and gain Snapchat friends.
1521023200,Monkey,2017-01-13 01:54:08,5,372064140,Fddfddddkdj,Enjoyable ❤️,Fun time waster. Plus you meet new friends. Wish they had a recent so you could find all the people you've met before🙂🙂,0,0,0,0,0.0,Enjoyable ❤️ Fun time waster. Plus you meet new friends. Wish they had a recent so you could find all the people you've met before🙂🙂,0,"The review does not contain any sexual comments. It expresses enjoyment of the app, mentions meeting new friends, and suggests a feature for finding previously met people."
4526801930,Monkey,2019-07-27 12:48:50,3,473721017,Chrez69,Boys Only/ Girls Only/ Both,I was at a sleepover with 3 of my other friends and we were all going on this app trying to talk to girls and all of them had the option to switch to girls only FOR FREE while I was struggling to find out why the app requested a payment method for it. Could this problem possibly be fixed my email doesn’t work so if you could have someone text me my phone number is 5087175927,0,0,0,0,0.0,Boys Only/ Girls Only/ Both I was at a sleepover with 3 of my other friends and we were all going on this app trying to talk to girls and all of them had the option to switch to girls only FOR FREE while I was struggling to find out why the app requested a payment method for it. Could this problem possibly be fixed my email doesn’t work so if you could have someone text me my phone number is 5087175927,0,The review does not contain any sexual comments. The user is complaining about a payment issue for a feature that allows them to filter by gender.
803734810,Skout,2013-05-12T22:27:30-04:00,5,49503610,Marcosandino,Show,Show,0,0,0,0,0.0,Show Show,0,The review 'Show Show' does not contain any sexual comments.
1687986405,Holla,2017-07-18T19:20:51-04:00,2,579544827,Mr.Mystical,Need to many gems to play,Need to many gems to play,0,0,0,0,0.0,Need to many gems to play Need to many gems to play,0,The review does not contain any sexual comments.
3294443792,Skout,2018-10-12T17:35:59-04:00,1,145214596,Paulson232,Hate this app,To many scammers on this app,0,0,0,0,0.0,Hate this app To many scammers on this app,0,The review does not contain any sexual comments. It expresses dissatisfaction with the app due to the presence of scammers.
3892868175,Monkey,2019-03-17 09:56:25,5,986482689,zaveen,I love monkey,Monkey is epic for when your bored or when you want to talk to someone.also every time you friend someone and they friend you back u get more bananas and when you video chat you get bananas.with bananas you get different things delivered to your home.But when you add time i THINK that it uses up your bananas,0,0,0,0,0.0,I love monkey Monkey is epic for when your bored or when you want to talk to someone.also every time you friend someone and they friend you back u get more bananas and when you video chat you get bananas.with bananas you get different things delivered to your home.But when you add time i THINK that it uses up your bananas,0,"The review does not contain any sexual comments. It discusses the app's features, such as earning 'bananas' for friending and video chatting, and using them to get items delivered."
